Time,#Records, Size,,Label
5790499,30883,739528
5818537,31001,742359
5818598,31077,744120
5818698,31193,746904
5818798,31310,749712
5818899,31412,752160
5818998,31525,754872
5819098,31641,757656
5819198,31763,760584
5819298,31888,763584
5819398,32016,766656
5819501,32146,769776
5819598,32264,772608
5819699,32392,775680
5819798,32519,778728
5819899,32635,781512
5820000,32758,784464
5820099,32875,787272
5820198,32996,790176
5855299,33001,790295
5855404,33058,791606
5855503,33145,793688
5855603,33219,795464
5855700,33337,798296
5855801,33466,801392
5855900,33587,804296
5856000,33698,806960
5856099,33820,809888
5856200,33942,812816
5856302,34074,815984
5856398,34231,819752
5856501,34366,822992
5856600,34505,826328
5856700,34664,830144
5856800,34792,833216
5856899,34946,836912
6031949,35001,838231
6032000,35077,839992
6032099,35201,842968
6032199,35311,845608
6032300,35429,848440
6032400,35542,851152
6032498,35649,853720
6032598,35756,856288
6032698,35873,859096
6145968,36001,862167
6146001,36027,862765
6146101,36144,865536
6146198,36254,868176
6146299,36384,871296
6146400,36513,874392
6146499,36648,877632
6146598,36774,880656
6146698,36899,883656
6188018,37001,886103
6188098,37048,887184
6188198,37115,888776
6188299,37177,890264
6188399,37233,891608
6188498,37275,892616
6188602,37333,894008
6188700,37397,895544
6188798,37470,897296
6188898,37561,899480
6188998,37637,901304
6189099,37706,902960
6189198,37807,905384
6189298,37912,907904
6210609,38001,910039
6210698,38058,911350
6210800,38118,912784
6210900,38189,914488
6210999,38262,916240
6211098,38331,917896
6211199,38392,919360
6211299,38439,920488
6211399,38492,921760
6211498,38543,922984
6211598,38610,924592
6211700,38676,926176
6211798,38736,927616
6211898,38782,928720
6211998,38840,930112
6212098,38896,931456
6212199,38947,932680
6314117,39001,933975
6314199,39066,935472
6314298,39159,937704
6314400,39215,939048
6314498,39276,940512
6314598,39323,941640
6314699,39388,943200
6314800,39447,944616
6314899,39519,946344
6314998,39583,947880
6315098,39630,949008
6315198,39682,950256
6315298,39738,951600
6315398,39783,952680
6315502,39825,953688
6315598,39873,954840
6315702,39929,956184
6315798,39979,957384
6359379,40001,957911
6359401,40017,958279
6359499,40110,960464
6359598,40242,963632
6359699,40387,967112
6359801,40524,970400
6359898,40668,973856
6360000,40823,977576
6360098,40979,981320
6443625,41001,981847
6443698,41039,982721
6443800,41089,983896
6443902,41168,985792
6443998,41281,988504
6444103,41393,991192
6444199,41499,993736
6444300,41597,996088
6444400,41690,998320
6444498,41809,1001176
6444600,41937,1004248
6726355,42001,1005783
6726398,42062,1007186
6726498,42202,1010544
6726598,42344,1013952
6726698,42490,1017456
6726802,42557,1019064
6726899,42665,1021656
6726998,42780,1024416
6727099,42892,1027104
6752354,43001,1029719
6752400,43064,1031168
6752499,43194,1034288
6752600,43280,1036352
6752699,43420,1039712
6752798,43553,1042904
6752898,43695,1046312
6752998,43842,1049840
6871406,44001,1053655
6871501,44075,1055368
6871598,44165,1057528
6871698,44234,1059184
6871799,44305,1060888
6871899,44373,1062520
6871998,44450,1064368
6872098,44514,1065904
6872198,44593,1067800
6872299,44670,1069648
6872400,44733,1071160
6872499,44789,1072504
6872598,44823,1073320
6872700,44887,1074856
6872798,44950,1076368
6940163,45001,1077591
6940199,45023,1078097
6940298,45096,1079808
6940398,45164,1081440
6940498,45227,1082952
6940599,45289,1084440
6940699,45353,1085976
6940798,45415,1087464
6940898,45469,1088760
6940998,45516,1089888
6941099,45557,1090872
6941198,45619,1092360
6941298,45696,1094208
6941399,45765,1095864
6941499,45821,1097208
6941598,45879,1098600
6941699,45947,1100232
7065261,46001,1101527
7065298,46031,1102217
7065398,46128,1104512
7065499,46205,1106360
7065598,46276,1108064
7065699,46337,1109528
7065798,46407,1111208
7065898,46473,1112792
7065999,46543,1114472
7066099,46614,1116176
7066198,46679,1117736
7066298,46747,1119368
7066399,46821,1121144
7066498,46883,1122632
7066598,46940,1124000
7093365,47001,1125463
7093400,47019,1125877
7093498,47072,1127104
7093598,47139,1128712
7093699,47197,1130104
7093798,47270,1131856
7093899,47332,1133344
7093998,47383,1134568
7094099,47425,1135576
7094199,47469,1136632
7094299,47535,1138216
7094398,47601,1139800
7094498,47672,1141504
7094598,47737,1143064
7094698,47797,1144504
7094798,47855,1145896
7094898,47921,1147480
7095000,47989,1149112
8157299,48001,1149399
8157398,48094,1151568
8199903,48101,1151735
Time,#Records, Size,,Label
26032,1,23
26117,139,3233
26217,212,4948
26320,507,11976
26417,563,13320
26522,1369,32600
26618,1528,36416
26717,1961,46808
26817,2537,60568
26919,3673,87768
27017,4026,96240
27310,5239,125249
27317,5298,126640
27417,6297,150552
30919,6450,154224
31017,7718,184592
31129,8799,210472
36322,9011,215560
36417,11016,263552
36517,11516,275483
40514,12254,293195
40521,12255,293219
40617,13518,323531
44159,14756,353243
44322,15872,380027
44431,17626,422123
49805,18360,439739
49817,18633,446291
52201,20878,501652
52313,20959,503677
52317,21026,505352
52417,22510,541083
55437,23198,557595
55518,25345,609123
57963,25453,611715
59997,27506,660987
60053,27853,669315
60123,29856,717846
62015,30698,738896
62021,30699,738921
64406,33173,798675
64417,33525,807059
66532,35353,850802
4628864,36207,871297
4628918,36255,872401
4629019,36350,874666
4629121,36444,876922
4629221,36543,879298
4629321,36660,882106
4629419,36765,884626
4629519,36858,886858
4629617,36950,889066
4629717,37045,891346
4629820,37165,894226
4811200,37207,895233
4811217,37209,895279
4811318,37246,896130
4811418,37283,896994
4811518,37320,897882
4811619,37361,898866
4811717,37400,899802
4811818,37439,900738
4811920,37483,901794
4812017,37517,902610
4812117,37555,903522
4812217,37598,904554
4812321,37641,905586
4812419,37683,906594
4812517,37722,907530
4812621,37762,908490
4812720,37787,909090
4812817,37818,909834
4812917,37851,910626
4813017,37885,911442
4813121,37929,912498
4813217,37972,913530
4813321,38012,914490
4813418,38057,915570
4813518,38101,916626
4813618,38140,917562
4813718,38185,918642
4852629,38207,919169
4852720,38350,922538
4852817,38515,926498
4852919,38688,930650
4853020,38852,934586
4853117,38999,938114
4853220,39157,941906
4877329,39207,943105
4877419,39247,944025
4877517,39292,945082
4877617,39335,946114
4877718,39379,947170
4877819,39448,948826
4877920,39523,950626
4878017,39606,952618
4878120,39672,954202
4878220,39771,956578
4878318,39847,958402
4878422,39944,960730
